Chiffre_1,Pourcentage_1,Ecart_1,Chiffre_2,Pourcentage_2,Ecart_2,Chiffre_3,Pourcentage_3,Ecart_3,Chiffre_4,Pourcentage_4,Ecart_4,Chiffre_5,Pourcentage_5,Ecart_5,Chiffre_6,Pourcentage_6,Ecart_6,Chiffre_7,Pourcentage_7,Ecart_7,Chiffre_8,Pourcentage_8,Ecart_8,Chiffre_9,Pourcentage_9,Ecart_9
6161,30.1,2,3555,17.6,1.5,2494,12.5,0.8,1889,9.7,0.7,1545,7.9,0.6,1395,6.7,0.5,1149,5.8,0.4,1023,5.1,0.4,919,4.6,0.3
